customer_id,customer_name,customer_segment,total_loans,total_loan_value,total_outstanding_balance,average_credit_score,max_days_past_due,defaulted_loans,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level
C00895,Anitha Verma,Senior Citizen,1,290117.48,245883.53,769.0,51,1,70,70.0,Critical
C00896,Deepa Nair,Mass Affluent,1,697353.93,253012.54,651.0,3,0,35,35.0,Medium
C00897,Vijay Reddy,Retail,1,645528.82,0.0,707.0,11,0,35,35.0,Medium
C00898,Rahul Kumar,Retail,1,352851.72,53616.23,701.0,115,1,70,70.0,Critical
C00899,Vishal Patel,Retail,1,163774.31,35368.46,739.0,20,0,25,25.0,Medium
C00900,Rohit Kumar,Senior Citizen,1,839763.79,321119.29,566.0,48,1,80,80.0,Critical
C00902,Karthik Singh,Mass Affluent,1,281585.42,0.0,840.0,0,0,30,30.0,Medium
C00903,Kavya Rao,Retail,1,1469575.29,1265702.03,828.0,8,0,30,30.0,Medium
C00905,Lakshmi Patel,Retail,1,284857.91,91988.63,698.0,7,0,35,35.0,Medium
C00906,Vijay Reddy,Retail,1,308376.06,0.0,712.0,11,0,40,40.0,Medium
C00907,Meena Gupta,Student,1,1741946.52,1090185.82,754.0,84,1,70,70.0,Critical
C00909,Rahul Verma,Retail,1,838609.66,402774.45,822.0,15,0,30,30.0,Medium
C00910,Kavya Sharma,Student,1,110975.75,65813.35,695.0,20,0,40,40.0,Medium
C00911,Vishal Verma,Retail,1,107469.29,0.0,619.0,13,0,60,60.0,High
C00912,Rahul Gupta,Sme Owner,1,336491.8,80112.42,689.0,16,0,40,40.0,Medium
C00913,Geetha Iyer,Retail,1,205032.54,0.0,756.0,5,0,25,25.0,Medium
C00914,Meena Nair,Retail,1,1024255.48,538660.36,739.0,2,0,40,40.0,Medium
C00916,Naveen Reddy,Student,1,2188186.16,0.0,690.0,1,0,40,40.0,Medium
C00920,Karthik Rao,Retail,1,785944.93,533923.75,786.0,4,0,15,15.0,Low
C00922,Meena Nair,Mass Affluent,1,114914.34,0.0,792.0,14,0,25,25.0,Medium
C00924,Pooja Kumar,Retail,1,119695.32,96014.98,677.0,67,1,70,70.0,Critical
C00925,Kavya Nair,Retail,1,168736.84,0.0,666.0,20,0,35,35.0,Medium
C00926,Deepa Kumar,Senior Citizen,1,261700.85,58724.02,589.0,8,0,65,65.0,High
C00927,Priya Rao,Mass Affluent,1,167791.53,131774.82,741.0,52,1,70,70.0,Critical
C00928,Rahul Gupta,Student,1,1701460.51,1438657.39,632.0,87,1,70,70.0,Critical
C00929,Lakshmi Kumar,Senior Citizen,1,878720.01,730137.01,711.0,1,0,30,30.0,Medium
C00931,Geetha Reddy,Mass Affluent,1,329134.37,0.0,777.0,1,0,25,25.0,Medium
C00932,Anitha Gupta,Sme Owner,1,1699609.56,1056881.04,668.0,52,1,70,70.0,Critical
C00933,Kavya Gupta,Student,1,817663.99,567218.91,585.0,3,0,55,55.0,High
C00935,Kavya Reddy,Student,1,1424346.63,368337.69,725.0,8,0,30,30.0,Medium
C00936,Kavya Iyer,Retail,1,1061345.38,221332.79,591.0,7,0,60,60.0,High
C00937,Karthik Gupta,Retail,1,284761.41,170399.11,579.0,19,0,55,55.0,High
C00939,Rahul Verma,Mass Affluent,1,100458.0,75139.14,680.0,1,0,40,40.0,Medium
C00940,Geetha Reddy,Retail,1,145476.71,54588.55,731.0,19,0,30,30.0,Medium
C00945,Geetha Patel,Retail,1,672098.81,452168.4,788.0,74,1,70,70.0,Critical
C00947,Ajay Patel,Senior Citizen,1,87852.76,59692.89,720.0,9,0,25,25.0,Medium
C00948,Rohit Gupta,Mass Affluent,1,1759096.34,938561.21,717.0,17,0,35,35.0,Medium
C00949,Naveen Iyer,Retail,1,566101.3,365126.33,730.0,17,0,25,25.0,Medium
C00950,Sanjay Kumar,Retail,1,895527.31,0.0,718.0,14,0,40,40.0,Medium
C00953,Meena Rao,Premium,1,105960.38,67477.26,794.0,55,1,70,70.0,Critical
C00954,Arun Gupta,Retail,1,432790.04,347548.46,747.0,17,0,25,25.0,Medium
C00955,Vishal Gupta,Retail,1,93644.81,24279.87,652.0,120,1,70,70.0,Critical
C00956,Meena Singh,Retail,1,1372500.43,468524.18,644.0,4,0,35,35.0,Medium
C00957,Karthik Nair,Student,1,1411031.04,518326.91,613.0,34,1,70,70.0,Critical
C00959,Vishal Patel,Retail,1,1220380.37,566227.28,500.0,106,1,75,75.0,Critical
C00960,Rahul Rao,Retail,1,221308.09,0.0,675.0,1,0,35,35.0,Medium
C00962,Divya Gupta,Retail,1,312949.35,76908.85,703.0,0,0,35,35.0,Medium
C00965,Vishal Sharma,Sme Owner,1,592785.4,0.0,647.0,6,0,40,40.0,Medium
C00966,Rohit Iyer,Retail,1,132847.67,42260.14,824.0,9,0,40,40.0,Medium
C00967,Sanjay Gupta,Retail,1,2205766.4,566234.53,790.0,3,0,25,25.0,Medium
C00968,Ajay Nair,Premium,1,260081.99,129302.11,685.0,30,1,70,70.0,Critical
C00972,Vijay Gupta,Mass Affluent,1,526943.99,0.0,508.0,3,0,60,60.0,High
C00974,Priya Reddy,Student,1,818108.14,648264.89,645.0,105,1,70,70.0,Critical
C00975,Rahul Rao,Senior Citizen,1,705937.97,235699.81,579.0,12,0,65,65.0,High
C00977,Sneha Kumar,Student,1,587728.27,554987.48,717.0,8,0,25,25.0,Medium
C00978,Pooja Kumar,Retail,1,1996821.02,0.0,705.0,6,0,25,25.0,Medium
C00980,Vishal Verma,Retail,1,270674.27,232410.66,676.0,106,1,70,70.0,Critical
C00981,Anitha Gupta,Retail,1,165737.16,147581.22,671.0,0,0,25,25.0,Medium
C00982,Vijay Reddy,Mass Affluent,1,232100.55,67862.75,670.0,84,1,70,70.0,Critical
C00983,Divya Reddy,Premium,1,206889.24,78620.91,700.0,19,0,30,30.0,Medium
C00984,Rohit Reddy,Premium,1,95811.67,87159.3,756.0,16,0,30,30.0,Medium
C00987,Suresh Singh,Mass Affluent,1,639261.23,303143.39,726.0,4,0,25,25.0,Medium
C00988,Rohit Verma,Premium,1,841148.13,286479.64,666.0,0,0,35,35.0,Medium
C00990,Pooja Iyer,Mass Affluent,1,269017.73,0.0,651.0,8,0,25,25.0,Medium
C00992,Anitha Kumar,Senior Citizen,1,282987.38,0.0,798.0,6,0,25,25.0,Medium
C00993,Lakshmi Sharma,Mass Affluent,1,1312378.65,299414.68,673.0,14,0,40,40.0,Medium
C00995,Kavya Nair,Retail,1,169025.61,0.0,787.0,19,0,30,30.0,Medium
C00996,Divya Patel,Senior Citizen,1,1816312.18,426536.26,661.0,12,0,40,40.0,Medium
C00999,Meena Singh,Student,1,819302.9,221542.36,720.0,3,0,30,30.0,Medium
