customer_id,customer_name,customer_segment,city,state,annual_income,declared_risk_segment,total_transactions,total_transaction_value,transaction_fee_revenue,transaction_operational_cost,net_transaction_profit,number_of_accounts,total_account_balance,monthly_account_service_cost,annual_account_service_cost,total_complaints,complaint_service_cost,total_loans,total_loan_amount,total_outstanding_balance,estimated_interest_revenue,defaulted_loans,total_payments_made,payment_records,delayed_payment_records,max_days_late,suspicious_transactions,max_fraud_risk_score,confirmed_fraud_transactions,customer_fraud_risk_level,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level,customer_revenue,customer_operational_cost,customer_profit,profit_margin_pct,profitability_segment,high_value_customer_flag,combined_risk_level,customer_value_category
C00525,Divya Rao,Student,Kochi,Kerala,37239.0,Low,18,93065.21,269.7,325.45,-55.75,1,223203.46,100.42,1205.04,2.0,1327.89,1.0,1828798.13,1331857.29,182864.005917,0.0,1417005.93,24.0,21.0,10.0,0,5,0,Low,30.0,30.0,Medium,183133.705917,2858.38,180275.325917,98.43918410011564,High Profit,0,Medium,Low Value - Low/Medium Risk
C00526,Arun Kumar,Retail,Hyderabad,Telangana,100007.0,Medium,23,175620.2,394.83,379.07,15.759999999999991,1,78329.42,25.0,300.0,3.0,688.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,394.83,1367.34,-972.51,-246.3110705873414,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00527,Kavya Nair,Senior Citizen,Bengaluru,Karnataka,95622.0,Medium,34,214909.99,556.45,538.4,18.050000000000068,2,28903.07,144.33,1731.96,1.0,612.84,1.0,163523.63,143983.82,23584.549716,0.0,68979.26,14.0,13.0,10.0,0,25,0,Medium,35.0,35.0,Medium,24140.999716000002,2883.2000000000003,21257.799716,88.0568326336167,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00528,Meena Iyer,Retail,Kochi,Kerala,13587.0,Low,37,413631.68,589.6,572.17,17.430000000000064,2,373017.17,233.23000000000002,2798.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,589.6,3370.9300000000003,-2781.3300000000004,-471.7316824966079,Loss Making,1,Medium,High Value - Low/Medium Risk
C00529,Pooja Iyer,Retail,Hyderabad,Telangana,128276.0,Medium,17,219135.32,279.29,239.38,39.910000000000025,1,15673.38,116.13,1393.56,1.0,205.8,1.0,153366.83,99405.85,14135.51187,1.0,42841.99,12.0,11.0,55.0,0,30,0,Medium,70.0,70.0,Critical,14414.801870000001,1838.74,12576.061870000001,87.24408412559056,Medium Profit,0,Critical,Low Value - High Risk
C00530,Rahul Iyer,Retail,Hyderabad,Telangana,66945.0,Medium,17,98792.94,222.06,288.02,-65.95999999999998,1,263202.46,36.26,435.12,3.0,1211.69,1.0,2045283.81,758289.8,116928.28716,0.0,2668049.09,24.0,24.0,10.0,0,35,0,Medium,45.0,45.0,Medium,117150.34716,1934.83,115215.51716,98.34842145422115,High Profit,1,Medium,High Value - Low/Medium Risk
C00531,Vishal Reddy,Mass Affluent,Madurai,Tamil Nadu,35290.0,Medium,43,328727.38,923.75,758.82,164.92999999999995,2,122483.54000000001,287.49,3449.88,2.0,1563.62,1.0,96684.82,18483.92,2724.529808,0.0,94041.56,18.0,17.0,10.0,0,30,0,Medium,30.0,30.0,Medium,3648.279808,5772.32,-2124.040192,-58.22032036419944,Loss Making,1,Medium,High Value - Low/Medium Risk
C00532,Naveen Singh,Sme Owner,Mumbai,Maharashtra,34596.0,Medium,13,94043.18,224.19,250.23000000000002,-26.04000000000002,1,16298.28,42.39,508.68,1.0,579.61,1.0,2106138.7,672244.16,114819.30252799999,0.0,1756270.17,24.0,24.0,10.0,0,5,0,Low,35.0,35.0,Medium,115043.49252799999,1338.52,113704.97252799998,98.83650959251413,High Profit,0,Medium,Low Value - Low/Medium Risk
C00533,Anitha Kumar,Retail,Bengaluru,Karnataka,35553.0,Low,36,350782.98,611.11,616.95,-5.840000000000032,2,113749.54000000001,235.76,2829.12,1.0,451.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,611.11,3897.12,-3286.0099999999998,-537.7117049303725,Loss Making,1,Medium,High Value - Low/Medium Risk
C00534,Meena Singh,Student,Madurai,Tamil Nadu,79672.0,Medium,20,139805.2,365.57,288.04,77.52999999999997,1,63832.29,37.94,455.28,2.0,802.99,1.0,334098.96,126203.4,17643.23532,0.0,262478.1,24.0,22.0,10.0,0,20,0,Medium,25.0,25.0,Medium,18008.80532,1546.31,16462.495319999998,91.41358922747241,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00535,Anitha Kumar,Senior Citizen,Bengaluru,Karnataka,34767.0,Medium,34,370481.54,603.42,543.66,59.75999999999999,2,375373.93999999994,242.99,2915.88,3.0,1177.6399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40,0,High,0.0,0.0,,603.42,4637.18,-4033.76,-668.4829803453648,Loss Making,1,High,High Value - High Risk
C00536,Sneha Iyer,Senior Citizen,Coimbatore,Tamil Nadu,31202.0,Medium,30,237566.78999999998,485.51,480.9,4.610000000000014,2,172694.86,151.51,1818.12,6.0,2561.73,1.0,148527.83,132157.03,22479.910803000002,1.0,71089.71,20.0,17.0,52.0,0,30,0,Medium,70.0,70.0,Critical,22965.420803,4860.75,18104.670803,78.83448319237837,Medium Profit,0,Critical,Low Value - High Risk
C00537,Sanjay Reddy,Retail,Coimbatore,Tamil Nadu,33973.0,Low,38,382886.64,629.8,622.62,7.17999999999995,2,129695.53,186.70999999999998,2240.5199999999995,3.0,1201.02,1.0,478270.14,162847.55,29475.40655,1.0,458031.63,18.0,18.0,52.0,2,45,0,High,85.0,85.0,Critical,30105.20655,4064.1599999999994,26041.04655,86.50014244795142,Medium Profit,1,Critical,High Value - High Risk
C00538,Meena Sharma,Sme Owner,Pune,Maharashtra,38796.0,High,22,299759.09,439.87,324.23,115.63999999999999,1,110608.62,55.92,671.04,3.0,1071.72,1.0,1480790.46,985429.88,171267.71314399998,0.0,927247.86,20.0,20.0,10.0,0,30,0,Medium,35.0,35.0,Medium,171707.58314399997,2066.99,169640.59314399998,98.79621507556452,High Profit,1,Medium,High Value - Low/Medium Risk
C00539,Meena Rao,Senior Citizen,Madurai,Tamil Nadu,26799.0,Low,38,267409.44,710.4,697.33,13.069999999999936,2,200712.74,203.19,2438.2799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,710.4,3135.6099999999997,-2425.2099999999996,-341.38654279279274,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00540,Naveen Verma,Student,Hyderabad,Telangana,35550.0,Medium,21,158790.82,334.37,282.01,52.360000000000014,1,130467.79,126.17,1514.04,1.0,356.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,334.37,2152.83,-1818.46,-543.8466369590574,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00541,Sneha Sharma,Premium,Madurai,Tamil Nadu,46347.0,Low,17,199881.31,179.98,256.46,-76.47999999999999,1,41538.54,119.08,1428.96,5.0,2428.73,1.0,560408.24,524777.11,64809.973085,0.0,298652.12,24.0,19.0,10.0,0,20,0,Medium,25.0,25.0,Medium,64989.953085,4114.15,60875.803085,93.66955997857218,High Profit,0,Medium,Low Value - Low/Medium Risk
C00542,Suresh Singh,Retail,Mumbai,Maharashtra,37766.0,Low,56,414690.17,1027.15,832.68,194.47000000000014,3,304023.3,457.83,5493.96,2.0,482.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,1027.15,6809.02,-5781.870000000001,-562.9041522659787,Loss Making,1,Medium,High Value - Low/Medium Risk
C00543,Kavya Reddy,Premium,Kochi,Kerala,105299.0,High,24,227295.16,367.53,355.06,12.46999999999997,1,304108.62,168.2,2018.3999999999999,1.0,687.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,367.53,3060.61,-2693.08,-732.7510679400322,Loss Making,1,Medium,High Value - Low/Medium Risk
C00544,Vijay Sharma,Retail,Madurai,Tamil Nadu,54285.0,Low,30,197771.86,513.28,489.76,23.519999999999982,2,70391.79999999999,153.0,1836.0,2.0,502.68,1.0,265795.24,46251.11,6576.907842,0.0,151175.81,24.0,23.0,10.0,0,30,0,Medium,25.0,25.0,Medium,7090.187841999999,2828.44,4261.747841999999,60.10768595938701,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00545,Karthik Patel,Sme Owner,Chennai,Tamil Nadu,63685.0,Low,12,146121.53,183.55,174.66,8.890000000000015,1,119830.53,64.02,768.24,2.0,731.86,1.0,1249091.23,479495.66,61279.54534799999,1.0,855057.73,20.0,20.0,44.0,0,25,0,Medium,70.0,70.0,Critical,61463.095347999995,1674.76,59788.33534799999,97.2751779087636,High Profit,0,Critical,Low Value - High Risk
C00546,Vishal Patel,Retail,Madurai,Tamil Nadu,54780.0,Medium,33,266679.18,581.67,526.43,55.24000000000001,2,701792.4400000001,266.97,3203.6400000000003,2.0,610.87,1.0,164524.61,112843.04,14556.75216,0.0,77045.74,5.0,4.0,8.0,0,25,0,Medium,30.0,30.0,Medium,15138.42216,4340.9400000000005,10797.48216,71.325016873489,Medium Profit,1,Medium,High Value - Low/Medium Risk
C00547,Priya Gupta,Mass Affluent,Bengaluru,Karnataka,99944.0,Low,10,83756.03,221.68,156.14000000000001,65.53999999999999,1,44494.98,173.79,2085.48,3.0,1111.48,1.0,2053035.75,0.0,0.0,0.0,833781.25,12.0,11.0,10.0,0,30,0,Medium,35.0,35.0,Medium,221.68,3353.1,-3131.42,-1412.5857091302778,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00548,Divya Patel,Retail,Mumbai,Maharashtra,54273.0,Medium,25,141598.76,479.75,384.83,94.92000000000002,1,29501.1,39.5,474.0,0.0,0.0,1.0,431346.41,136889.63,25954.273848000004,1.0,237584.35,18.0,18.0,55.0,0,25,0,Medium,80.0,80.0,Critical,26434.023848000004,858.8299999999999,25575.193848000003,96.75104325796778,Medium Profit,0,Critical,Low Value - High Risk
C00549,Deepa Sharma,Mass Affluent,Chennai,Tamil Nadu,63142.0,Medium,21,206993.21,379.21,407.96,-28.75,1,457485.78,69.18,830.1600000000001,4.0,1615.57,1.0,1617736.53,787496.54,130409.427024,0.0,1615504.07,24.0,23.0,10.0,0,20,0,Medium,40.0,40.0,Medium,130788.63702400001,2853.69,127934.94702400001,97.81809026767642,High Profit,1,Medium,High Value - Low/Medium Risk
C00550,Priya Kumar,Retail,Chennai,Tamil Nadu,31643.0,Medium,36,271186.82,680.85,520.27,160.58000000000004,2,191626.91999999998,79.72999999999999,956.7599999999999,4.0,1700.1599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,680.85,3177.1899999999996,-2496.3399999999997,-366.6505103914224,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00551,Meena Gupta,Mass Affluent,Pune,Maharashtra,67325.0,Low,28,235080.66999999998,457.43,416.01,41.420000000000016,2,250894.82,87.9,1054.8000000000002,3.0,1525.3000000000002,1.0,276640.04,232275.33,33656.695317,0.0,357501.26,24.0,23.0,10.0,0,35,0,Medium,25.0,25.0,Medium,34114.125317,2996.1100000000006,31118.015316999998,91.2173917045824,High Profit,1,Medium,High Value - Low/Medium Risk
C00552,Meena Iyer,Mass Affluent,Chennai,Tamil Nadu,41988.0,Medium,31,190579.26,497.04,531.18,-34.13999999999993,2,499873.47000000003,244.17000000000002,2930.04,3.0,1543.3400000000001,1.0,1602868.34,1477665.78,271003.904052,0.0,2198470.65,24.0,22.0,10.0,0,35,0,Medium,40.0,40.0,Medium,271500.944052,5004.5599999999995,266496.384052,98.1567062252861,High Profit,1,Medium,High Value - Low/Medium Risk
C00553,Kavya Verma,Retail,Pune,Maharashtra,45678.0,Medium,17,177609.62,314.72999999999996,283.16,31.569999999999936,1,131519.42,67.2,806.4000000000001,1.0,557.79,1.0,227748.23,214459.4,39460.5296,1.0,142715.49,19.0,16.0,59.0,0,25,0,Medium,75.0,75.0,Critical,39775.259600000005,1647.3500000000001,38127.909600000006,95.85835512686384,High Profit,0,Critical,Low Value - High Risk
C00554,Kavya Rao,Retail,Pune,Maharashtra,43759.0,Medium,18,111803.43,306.58,233.37,73.20999999999998,1,170821.03,121.54,1458.48,2.0,859.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,306.58,2551.25,-2244.67,-732.1645247569967,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00555,Sanjay Reddy,Retail,Chennai,Tamil Nadu,48809.0,Medium,17,74283.13,308.78000000000003,257.03,51.75000000000006,1,11487.42,174.13,2089.56,2.0,831.29,1.0,230303.71,0.0,0.0,0.0,139649.06,24.0,22.0,10.0,0,25,0,Medium,40.0,40.0,Medium,308.78000000000003,3177.88,-2869.1,-929.1728738907959,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00556,Rahul Reddy,Senior Citizen,Kochi,Kerala,49499.0,Medium,23,230955.53,348.19,354.28,-6.089999999999975,1,29559.51,62.13,745.5600000000001,2.0,774.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,348.19,1874.6200000000001,-1526.43,-438.389959504868,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00557,Deepa Iyer,Mass Affluent,Kolkata,West Bengal,57482.0,Medium,22,152910.88,413.05,365.13,47.920000000000016,1,43132.64,112.06,1344.72,2.0,499.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,413.05,2208.92,-1795.8700000000001,-434.782713957148,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00558,Kavya Nair,Retail,Madurai,Tamil Nadu,59584.0,Medium,21,121982.18,275.76,347.73,-71.97000000000003,1,445086.32,111.15,1333.8000000000002,1.0,379.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,275.76,2060.94,-1785.18,-647.3672758920801,Loss Making,1,High,High Value - High Risk
C00559,Sanjay Iyer,Retail,Mumbai,Maharashtra,70612.0,Low,15,97724.19,262.3,205.37,56.93000000000001,1,76356.65,37.9,454.79999999999995,3.0,755.27,1.0,205557.59,0.0,0.0,0.0,192870.36,10.0,10.0,10.0,0,5,0,Low,30.0,30.0,Medium,262.3,1415.44,-1153.14,-439.6263820053374,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00560,Sanjay Gupta,Premium,Hyderabad,Telangana,69278.0,Low,34,287762.74,601.47,495.98,105.49000000000001,2,146293.58000000002,316.38,3796.56,2.0,1228.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,601.47,5521.32,-4919.849999999999,-817.970971120754,Loss Making,1,Medium,High Value - Low/Medium Risk
C00561,Anitha Patel,Sme Owner,Coimbatore,Tamil Nadu,63515.0,Low,38,414647.14,719.94,646.43,73.5100000000001,2,82802.78,185.91,2230.92,3.0,1461.58,1.0,113621.34,76767.86,11614.977218000002,0.0,131405.45,12.0,12.0,9.0,2,40,0,High,40.0,40.0,Medium,12334.917218000002,4338.93,7995.987218000002,64.82400389628623,Medium Profit,1,High,High Value - High Risk
C00562,Vijay Rao,Sme Owner,Chennai,Tamil Nadu,94880.0,Medium,45,309109.62,606.1,749.2,-143.10000000000002,2,102312.51000000001,205.94,2471.2799999999997,1.0,922.99,1.0,94766.14,67360.44,9383.309292,0.0,64275.52,24.0,22.0,10.0,3,70,2,Critical,15.0,15.0,Low,9989.409292,4143.469999999999,5845.939292000001,58.521371195409024,Medium Profit,1,Critical,High Value - High Risk
C00563,Karthik Gupta,Retail,Mumbai,Maharashtra,62083.0,Low,35,290457.15,645.26,582.48,62.77999999999997,2,202437.25,110.01,1320.1200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,645.26,1902.6000000000001,-1257.3400000000001,-194.8578867433283,Loss Making,1,Medium,High Value - Low/Medium Risk
C00564,Geetha Singh,Retail,Pune,Maharashtra,174202.0,High,31,210084.21,626.78,496.55,130.22999999999996,2,115295.61,331.25,3975.0,1.0,382.47,1.0,337223.15,0.0,0.0,0.0,332979.16,24.0,24.0,10.0,1,45,0,High,40.0,40.0,Medium,626.78,4854.02,-4227.240000000001,-674.4376017103291,Loss Making,0,High,Low Value - High Risk
C00565,Meena Sharma,Mass Affluent,Hyderabad,Telangana,61097.0,Low,19,137580.29,355.88,347.16,8.71999999999997,1,547551.88,87.07,1044.84,4.0,1555.16,1.0,622814.56,321604.09,47404.442866000005,0.0,148235.75,6.0,6.0,8.0,0,25,0,Medium,25.0,25.0,Medium,47760.322866,2947.16,44813.162866,93.82927119594903,High Profit,1,Medium,High Value - Low/Medium Risk
C00566,Lakshmi Reddy,Retail,Mumbai,Maharashtra,45922.0,Low,18,104668.29000000001,364.43,279.43,85.0,1,59633.66,28.04,336.48,2.0,824.87,1.0,91336.74,26824.89,3278.001558,0.0,114093.83,24.0,21.0,10.0,0,25,0,Medium,30.0,30.0,Medium,3642.4315579999998,1440.7800000000002,2201.6515579999996,60.444555318120806,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00567,Lakshmi Reddy,Retail,Kolkata,West Bengal,27608.0,Medium,29,285334.08,443.08,444.94,-1.8600000000000136,1,21776.55,135.43,1625.16,2.0,674.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,443.08,2744.29,-2301.21,-519.3667057867655,Loss Making,1,Medium,High Value - Low/Medium Risk
C00568,Arun Gupta,Retail,Hyderabad,Telangana,14121.0,Low,19,110599.73000000001,408.69,259.96,148.73000000000002,1,17668.72,29.59,355.08,1.0,226.81,1.0,1248690.11,500987.88,79506.776556,1.0,981489.88,20.0,19.0,55.0,0,0,0,Low,70.0,70.0,Critical,79915.466556,841.8499999999999,79073.616556,98.94657437880302,High Profit,0,Critical,Low Value - High Risk
C00569,Priya Reddy,Senior Citizen,Bengaluru,Karnataka,52502.0,Low,14,170741.71,285.23,217.5,67.73000000000002,1,34416.33,124.7,1496.4,2.0,950.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,285.23,2664.55,-2379.32,-834.1759281982961,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00570,Divya Reddy,Retail,Bengaluru,Karnataka,88726.0,Medium,17,177991.08000000002,258.06,314.89,-56.829999999999984,1,132438.35,124.81,1497.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,258.06,1812.6100000000001,-1554.5500000000002,-602.3986669766722,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00571,Divya Patel,Retail,Mumbai,Maharashtra,65609.0,Low,19,277917.89,286.01,348.79,-62.78000000000003,1,529309.26,37.75,453.0,3.0,1681.3600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,286.01,2483.15,-2197.1400000000003,-768.2039089542325,Loss Making,1,Medium,High Value - Low/Medium Risk
C00572,Pooja Iyer,Sme Owner,Madurai,Tamil Nadu,26704.0,Low,19,156586.53,324.2,303.72,20.47999999999996,1,76007.11,152.01,1824.12,3.0,1523.73,1.0,129645.8,34401.43,6044.331251,0.0,131689.0,24.0,22.0,10.0,0,35,0,Medium,40.0,40.0,Medium,6368.531250999999,3651.57,2716.9612509999993,42.66228968529246,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00573,Divya Gupta,Sme Owner,Kolkata,West Bengal,198324.0,Low,30,142491.16,526.04,487.57,38.46999999999997,2,206475.57,134.48,1613.7599999999998,2.0,1348.07,1.0,897667.32,306000.81,38005.300602,0.0,1120633.59,24.0,21.0,10.0,0,35,0,Medium,30.0,30.0,Medium,38531.340602000004,3449.3999999999996,35081.940602,91.04780693817605,High Profit,0,Medium,Low Value - Low/Medium Risk
C00574,Ajay Verma,Retail,Kochi,Kerala,58655.0,Medium,11,44489.200000000004,229.86,189.31,40.55000000000001,1,56548.99,32.62,391.43999999999994,2.0,1359.8600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,229.86,1940.6100000000001,-1710.75,-744.2573740537719,Loss Making,0,Low,Low Value - Low/Medium Risk
C00575,Kavya Singh,Retail,Delhi,Delhi,37033.0,Medium,15,86118.55,271.46999999999997,241.49,29.97999999999996,1,128908.87,113.5,1362.0,1.0,321.52,1.0,154240.08,0.0,0.0,0.0,113680.43,24.0,24.0,10.0,0,35,0,Medium,25.0,25.0,Medium,271.46999999999997,1925.01,-1653.54,-609.105978561167,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00576,Anitha Nair,Mass Affluent,Mumbai,Maharashtra,34908.0,Low,19,128840.91,317.14,320.26,-3.1200000000000045,1,129645.77,47.32,567.84,3.0,979.4,1.0,83291.64,51740.0,8252.53,0.0,13617.36,4.0,4.0,10.0,1,40,0,High,40.0,40.0,Medium,8569.67,1867.5,6702.17,78.2080290139527,Medium Profit,0,High,Low Value - High Risk
C00577,Arun Patel,Sme Owner,Pune,Maharashtra,101732.0,Medium,21,151464.21,443.71,372.73,70.97999999999996,1,33021.89,40.3,483.59999999999997,2.0,427.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,443.71,1283.55,-839.8399999999999,-189.27677987874964,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00578,Meena Rao,Retail,Chennai,Tamil Nadu,52712.0,High,17,144955.93,303.59,313.85,-10.260000000000048,1,55004.81,90.13,1081.56,4.0,1866.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,303.59,3262.29,-2958.7,-974.5709674231695,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00579,Vijay Rao,Retail,Kolkata,West Bengal,66257.0,Low,38,325171.99,656.05,581.78,74.26999999999998,2,104540.45,243.32999999999998,2919.96,5.0,1303.8899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40,0,High,0.0,0.0,,656.05,4805.629999999999,-4149.579999999999,-632.5097172471609,Loss Making,1,High,High Value - High Risk
C00580,Vishal Patel,Retail,Madurai,Tamil Nadu,78036.0,Low,40,274531.45,714.37,626.36,88.00999999999999,2,143946.75,69.31,831.72,0.0,0.0,1.0,856818.49,0.0,0.0,0.0,1129751.2,24.0,22.0,10.0,0,35,0,Medium,40.0,40.0,Medium,714.37,1458.08,-743.7099999999999,-104.10711536038745,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00581,Vijay Iyer,Sme Owner,Hyderabad,Telangana,85989.0,Low,21,118500.67,347.81,277.33,70.48000000000002,1,44814.52,107.77,1293.24,3.0,1100.6200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,Low,0.0,0.0,,347.81,2671.19,-2323.38,-668.002645122337,Loss Making,0,Low,Low Value - Low/Medium Risk
C00582,Kavya Sharma,Retail,Madurai,Tamil Nadu,53184.0,Low,18,210045.28,260.96,313.87,-52.910000000000025,1,90683.61,39.41,472.91999999999996,3.0,732.19,1.0,611420.2,316102.97,55128.357968,0.0,239072.3,11.0,10.0,10.0,2,40,0,High,60.0,60.0,High,55389.317967999996,1518.98,53870.33796799999,97.25763007069781,High Profit,0,High,Low Value - High Risk
C00583,Naveen Iyer,Mass Affluent,Coimbatore,Tamil Nadu,33008.0,Low,25,174399.03,460.53,407.85,52.67999999999995,1,225709.35,151.26,1815.12,2.0,691.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,460.53,2913.9799999999996,-2453.45,-532.7448808980956,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00584,Vishal Reddy,Retail,Kochi,Kerala,58237.0,Low,25,188301.45,485.09,431.22,53.86999999999995,1,108606.93,82.11,985.3199999999999,5.0,1471.58,1.0,409410.0,0.0,0.0,0.0,275172.41,24.0,22.0,10.0,0,20,0,Medium,30.0,30.0,Medium,485.09,2888.12,-2403.0299999999997,-495.37817724545954,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00585,Meena Iyer,Student,Hyderabad,Telangana,31124.0,Low,19,219196.9,337.51,300.85,36.65999999999997,1,341334.78,82.16,985.92,2.0,318.34000000000003,1.0,836301.5,644348.98,99874.0919,1.0,847182.69,21.0,18.0,51.0,0,30,0,Medium,70.0,70.0,Critical,100211.6019,1605.1100000000001,98606.4919,98.39827927149422,High Profit,1,Critical,High Value - High Risk
C00586,Kavya Patel,Premium,Hyderabad,Telangana,46479.0,Low,21,212705.7,391.25,291.9,99.35000000000002,1,92243.59,162.45,1949.3999999999999,1.0,413.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,391.25,2654.3599999999997,-2263.1099999999997,-578.4306709265175,Loss Making,0,Medium,Low Value - Low/Medium Risk
C00587,Priya Reddy,Student,Chennai,Tamil Nadu,109573.0,Low,38,332716.97000000003,739.26,591.22,148.03999999999996,2,246085.65,279.88,3358.56,2.0,1050.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,739.26,5000.719999999999,-4261.459999999999,-576.4494223953682,Loss Making,1,High,High Value - High Risk
C00588,Arun Nair,Senior Citizen,Kolkata,West Bengal,34539.0,Medium,38,202658.37,636.61,653.63,-17.019999999999982,2,1143458.3699999999,305.53,3666.3599999999997,4.0,1312.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,636.61,5632.2,-4995.59,-784.7174879439532,Loss Making,1,Medium,High Value - Low/Medium Risk
C00589,Geetha Sharma,Senior Citizen,Bengaluru,Karnataka,33005.0,Low,20,88961.66,387.44,357.82,29.620000000000005,1,124527.58,102.13,1225.56,0.0,0.0,1.0,462713.46,122852.14,19189.504268,0.0,276769.51,24.0,22.0,10.0,0,5,0,Low,40.0,40.0,Medium,19576.944268,1583.3799999999999,17993.564268,91.91201661339888,Medium Profit,0,Medium,Low Value - Low/Medium Risk
C00590,Pooja Iyer,Mass Affluent,Mumbai,Maharashtra,24981.0,Low,16,55377.81,303.03999999999996,250.86,52.17999999999995,1,70055.43,99.5,1194.0,0.0,0.0,1.0,163547.58,0.0,0.0,0.0,126460.81,24.0,24.0,10.0,0,0,0,Low,70.0,70.0,Critical,303.03999999999996,1444.8600000000001,-1141.8200000000002,-376.78854276663156,Loss Making,0,Critical,Low Value - High Risk
C00591,Vishal Rao,Mass Affluent,Hyderabad,Telangana,114758.0,Medium,33,277339.07,649.77,525.33,124.43999999999994,2,547300.85,309.18,3710.16,3.0,1125.8400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,649.77,5361.33,-4711.5599999999995,-725.1119626944918,Loss Making,1,Medium,High Value - Low/Medium Risk
